ARSEF_79_metscf_185	MT784100	91	97.802	1	91	5419	85	3.33e-36	Drosera intermedia
ARSEF_79_metscf_185	MF004311	91	97.802	1	91	5164	85	3.33e-36	Aspergillus keveii
ARSEF_79_metscf_185	EU167598	91	97.802	1	91	5090	85	3.33e-36	Mycosphaerella stromatosa
ARSEF_79_metscf_185	EU040243	91	97.802	1	91	3361	85	3.33e-36	Toxicocladosporium irritans
ARSEF_79_metscf_185	GU214688	91	97.802	1	91	5047	85	3.33e-36	Epicoleosporium ramularioides
ARSEF_79_metscf_185	KF737866	91	97.802	1	91	5389	85	3.33e-36	Pseudozyma sp. GHG001
ARSEF_79_metscf_185	GU214669	91	97.802	1	91	5380	85	3.33e-36	Phacellium paspali
ARSEF_79_metscf_185	GU214695	91	97.802	1	91	5053	85	3.33e-36	Xenoramularia polygonicola
ARSEF_79_metscf_185	GU214689	91	97.802	1	91	5045	85	3.33e-36	Cercosporella acroptili
ARSEF_79_metscf_185	GU214693	91	97.802	1	91	5042	85	3.33e-36	Ramularia stellariicola
ARSEF_79_metscf_276	KT336719	387	88.372	19491	19874	3947	250	5.45e-128	Candida neorugosa
ARSEF_79_metscf_276	AB243296	380	88.421	19497	19874	4553	246	9.12e-126	Schizosaccharomyces japonicus
ARSEF_79_metscf_276	KT336722	379	88.127	19498	19874	3915	242	1.53e-123	Candida sp. NRRL Y-27665
ARSEF_79_metscf_276	KT336720	380	87.895	19497	19874	4000	240	1.97e-122	Candida ranongensis
ARSEF_79_metscf_276	EU040243	380	87.895	19497	19874	2546	240	1.97e-122	Toxicocladosporium irritans
ARSEF_79_metscf_276	KT276332	380	87.895	19497	19874	4204	240	1.97e-122	Spathaspora sp. UFMG-CM-Y306
ARSEF_79_metscf_276	MF004311	380	87.632	19497	19874	4349	237	9.19e-121	Aspergillus keveii
ARSEF_79_metscf_276	KU710347	380	87.632	19497	19874	4353	237	9.19e-121	Epichloe sp. MC-2016a
ARSEF_79_metscf_276	AY198400	380	87.632	19497	19874	4592	237	9.19e-121	Nakaseomyces delphensis
ARSEF_79_metscf_276	EU167598	380	87.632	19497	19874	4275	237	9.19e-121	Mycosphaerella stromatosa
ARSEF_79_metscf_447	KY249641	644	81.366	25	662	640	278	1.28e-143	Aphelidium desmodesmi
ARSEF_79_metscf_447	FJ422506	646	81.269	24	661	640	274	2.14e-141	Eremothecium sinecaudum
ARSEF_79_metscf_447	AY198400	647	80.680	24	661	641	263	2.79e-135	Nakaseomyces delphensis
ARSEF_79_metscf_447	AM943655	649	80.586	24	661	640	259	4.67e-133	Zygosaccharomyces rouxii
ARSEF_79_metscf_447	MF795794	626	80.831	28	647	617	258	1.68e-132	Seltsamia ulmi
ARSEF_79_metscf_447	AY881650	632	80.696	24	647	623	257	6.04e-132	Kazachstania aquatica
ARSEF_79_metscf_447	AY550245	607	80.725	24	619	599	246	7.87e-126	Amphibiocystidium ranae
ARSEF_79_metscf_447	JX967274	640	80.000	24	653	627	245	2.83e-125	Amoeboaphelidium sp. PML-2014
ARSEF_79_metscf_447	AF399715	610	80.492	24	619	602	241	4.74e-123	Rhinosporidium cygnus
ARSEF_79_metscf_447	KP866235	603	80.431	24	618	601	240	1.70e-122	Saccharomycodes sinensis
ARSEF_79_metscf_1287	JQ612155	1069	90.926	913	1960	5414	762	0.0	Candida tunisiensis
ARSEF_79_metscf_1287	JQ612155	1087	85.649	4944	6018	1802	600	0.0	Candida tunisiensis
ARSEF_79_metscf_1287	JQ612155	931	84.425	2519	3428	3817	476	0.0	Candida tunisiensis
ARSEF_79_metscf_1287	JQ612155	642	89.564	6153	6790	634	434	0.0	Candida tunisiensis
ARSEF_79_metscf_1287	JQ612155	130	95.385	2058	2187	4238	112	1.67e-51	Candida tunisiensis
