NRRL_66674_plascf_2_covcut_0	KT736103	1832	94.924	1587	3396	1	1536	0.0	Mucor rudolphii
NRRL_66674_plascf_2_covcut_0	KT736103	629	92.528	3925	4550	2352	484	0.0	Mucor rudolphii
NRRL_66674_plascf_2_covcut_0	KT736103	329	94.225	4612	4940	3065	271	4.56e-140	Mucor rudolphii
NRRL_66674_plascf_2_covcut_0	KT736103	190	90.526	3583	3769	2026	133	2.36e-63	Mucor rudolphii
NRRL_66674_plascf_2_covcut_0	KT736106	1735	94.697	1684	3396	1	1442	0.0	Mucor lilianae
NRRL_66674_plascf_2_covcut_0	KT736106	629	92.528	3925	4550	2254	484	0.0	Mucor lilianae
NRRL_66674_plascf_2_covcut_0	KT736106	307	93.811	4612	4918	2967	249	7.74e-128	Mucor lilianae
NRRL_66674_plascf_2_covcut_0	KT736106	192	90.104	3581	3769	1926	132	8.48e-63	Mucor lilianae
NRRL_66674_plascf_2_covcut_0	AY198400	1854	83.225	1571	3396	1	881	0.0	Nakaseomyces delphensis
NRRL_66674_plascf_2_covcut_0	AY198400	1069	91.955	6078	7140	4586	805	0.0	Nakaseomyces delphensis
NRRL_66674_plascf_2_covcut_0	AY198400	1350	83.111	4652	5984	3128	642	0.0	Nakaseomyces delphensis
NRRL_66674_plascf_2_covcut_0	AY198400	443	78.104	3923	4359	2472	143	6.51e-69	Nakaseomyces delphensis
NRRL_66674_plascf_2_covcut_0	AY198400	124	87.097	3589	3711	2072	75	4.12e-31	Nakaseomyces delphensis
NRRL_66674_plascf_2_covcut_0	AB243296	1067	92.877	6079	7141	4548	834	0.0	Schizosaccharomyces japonicus
NRRL_66674_plascf_2_covcut_0	AB243296	1358	84.389	4647	5986	3079	697	0.0	Schizosaccharomyces japonicus
NRRL_66674_plascf_2_covcut_0	AB243296	1091	84.693	2330	3395	764	563	0.0	Schizosaccharomyces japonicus
NRRL_66674_plascf_2_covcut_0	AB243296	649	87.057	1571	2213	1	390	0.0	Schizosaccharomyces japonicus
NRRL_66674_plascf_2_covcut_0	AB243296	427	80.328	3946	4359	2444	164	1.38e-80	Schizosaccharomyces japonicus
NRRL_66674_plascf_2_covcut_0	KT276332	1069	92.703	6080	7142	4200	827	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_66674_plascf_2_covcut_0	KT276332	1383	83.731	4620	5985	2738	682	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_66674_plascf_2_covcut_0	KT276332	1081	85.291	2330	3395	696	580	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_66674_plascf_2_covcut_0	KT276332	597	86.097	1613	2205	1	340	2.00e-178	Spathaspora sp. UFMG-CM-Y306
NRRL_66674_plascf_2_covcut_0	KT276332	432	78.472	3937	4359	2142	142	2.34e-68	Spathaspora sp. UFMG-CM-Y306
NRRL_66674_plascf_2_covcut_0	FJ422506	1071	92.344	6078	7142	4471	818	0.0	Eremothecium sinecaudum
NRRL_66674_plascf_2_covcut_0	FJ422506	1377	83.588	4624	5987	2998	677	0.0	Eremothecium sinecaudum
NRRL_66674_plascf_2_covcut_0	FJ422506	648	85.185	1571	2213	1	353	0.0	Eremothecium sinecaudum
NRRL_66674_plascf_2_covcut_0	FJ422506	600	86.667	2330	2922	753	353	0.0	Eremothecium sinecaudum
NRRL_66674_plascf_2_covcut_0	FJ422506	434	87.558	2968	3396	1372	266	2.74e-137	Eremothecium sinecaudum
NRRL_66674_plascf_2_covcut_0	FJ422506	441	79.592	3930	4359	2386	157	1.07e-76	Eremothecium sinecaudum
NRRL_66674_plascf_2_covcut_0	KT336720	1067	92.034	6080	7142	3996	807	0.0	Candida ranongensis
NRRL_66674_plascf_2_covcut_0	KT336720	1379	81.726	4623	5985	2562	596	0.0	Candida ranongensis
NRRL_66674_plascf_2_covcut_0	KT336720	588	84.524	1622	2205	1	304	2.06e-158	Candida ranongensis
NRRL_66674_plascf_2_covcut_0	KT336720	617	82.496	2313	2922	659	286	2.09e-148	Candida ranongensis
NRRL_66674_plascf_2_covcut_0	KT336720	433	84.988	2968	3396	1294	231	7.85e-118	Candida ranongensis
NRRL_66674_plascf_2_covcut_0	GU214688	1061	92.083	6081	7137	4229	803	0.0	Epicoleosporium ramularioides
NRRL_66674_plascf_2_covcut_0	GU214688	1345	83.271	4652	5984	2808	646	0.0	Epicoleosporium ramularioides
NRRL_66674_plascf_2_covcut_0	GU214688	1082	83.179	2330	3395	686	511	0.0	Epicoleosporium ramularioides
NRRL_66674_plascf_2_covcut_0	GU214688	564	87.057	1646	2205	6	339	7.21e-178	Epicoleosporium ramularioides
NRRL_66674_plascf_2_covcut_0	GU214688	439	78.588	3946	4376	2200	144	1.81e-69	Epicoleosporium ramularioides
NRRL_66674_plascf_2_covcut_0	EU040243	1057	91.958	6080	7132	2542	796	0.0	Toxicocladosporium irritans
NRRL_66674_plascf_2_covcut_0	EU040243	1348	83.976	4652	5985	1119	675	0.0	Toxicocladosporium irritans
NRRL_66674_plascf_2_covcut_0	EU040243	443	78.555	3946	4380	504	148	1.08e-71	Toxicocladosporium irritans
NRRL_66674_plascf_2_covcut_0	GU214695	1056	91.951	6081	7132	4235	795	0.0	Xenoramularia polygonicola
NRRL_66674_plascf_2_covcut_0	GU214695	1373	83.467	4624	5984	2785	668	0.0	Xenoramularia polygonicola
NRRL_66674_plascf_2_covcut_0	GU214695	1081	83.626	2330	3395	692	525	0.0	Xenoramularia polygonicola
