NRRL_1492_metscf_20	MN174867	144	87.500	63261	63404	4415	88	2.50e-37	Trillidium govanianum
NRRL_1492_metscf_20	HQ718592	135	86.667	63261	63395	4494	78	9.04e-32	Demodex brevis
NRRL_1492_metscf_73	KT736103	207	90.338	33599	33805	1195	149	2.37e-71	Mucor rudolphii
NRRL_1492_metscf_73	KT736106	207	90.338	33599	33805	1098	149	2.37e-71	Mucor lilianae
NRRL_1492_metscf_73	GU327539	165	89.091	33599	33763	1195	113	2.44e-51	Papiliotrema bandonii
NRRL_1492_metscf_73	GU327540	165	89.091	33599	33763	1195	113	2.44e-51	Fibulobasidium murrhardtense
NRRL_1492_metscf_73	AB035588	165	89.091	33599	33763	1175	113	2.44e-51	Cryptococcus fragicola
NRRL_1492_metscf_73	AY372365	158	89.241	33599	33756	1163	109	4.08e-49	Rhinosporidium sp. ex Canis familiaris
NRRL_1492_metscf_73	AF399715	158	89.241	33599	33756	1170	109	4.08e-49	Rhinosporidium cygnus
NRRL_1492_metscf_73	MK007562	158	89.241	33599	33756	1128	109	4.08e-49	N/A
NRRL_1492_metscf_73	KM245128	158	89.241	33599	33756	1196	109	4.08e-49	Chytriodinium sp. Atlantic
NRRL_1492_metscf_73	KY670632	158	89.241	33599	33756	1196	109	4.08e-49	Leucettidae sp. Sp11
NRRL_1492_metscf_214	KT336720	210	87.619	6789	6996	5051	129	2.12e-60	Candida ranongensis
NRRL_1492_metscf_214	KT336722	210	87.619	6789	6996	4963	129	2.12e-60	Candida sp. NRRL Y-27665
NRRL_1492_metscf_214	KT336719	210	87.143	6789	6996	5005	126	9.85e-59	Candida neorugosa
NRRL_1492_metscf_214	KT276332	210	87.143	6789	6996	5253	126	9.85e-59	Spathaspora sp. UFMG-CM-Y306
NRRL_1492_metscf_214	FJ422506	210	86.190	6788	6996	5529	121	5.93e-56	Eremothecium sinecaudum
NRRL_1492_metscf_214	DQ641238	213	86.385	6789	6996	4778	121	5.93e-56	Metschnikowia continentalis
NRRL_1492_metscf_214	KF647736	211	86.256	6789	6996	4769	121	5.93e-56	Metschnikowia dekortorum
NRRL_1492_metscf_214	EU143316	213	85.915	6789	6996	4774	118	2.76e-54	Metschnikowia cubensis
NRRL_1492_metscf_214	AY198400	210	85.714	6789	6996	5644	117	9.92e-54	Nakaseomyces delphensis
NRRL_1492_metscf_214	AF409122	210	85.238	6787	6996	3752	116	3.57e-53	Mallomonas asmundae
NRRL_1492_metscf_216	JQ612155	140	90.714	18673	18812	4590	101	7.74e-45	Candida tunisiensis
NRRL_1492_metscf_216	EU167598	140	90.000	18673	18812	4503	98	3.60e-43	Mycosphaerella stromatosa
NRRL_1492_metscf_216	GU214688	140	90.000	18673	18812	4460	98	3.60e-43	Epicoleosporium ramularioides
NRRL_1492_metscf_216	GU214669	140	90.000	18673	18812	4793	98	3.60e-43	Phacellium paspali
NRRL_1492_metscf_216	GU214695	140	90.000	18673	18812	4466	98	3.60e-43	Xenoramularia polygonicola
NRRL_1492_metscf_216	GU214689	140	90.000	18673	18812	4458	98	3.60e-43	Cercosporella acroptili
NRRL_1492_metscf_216	GU214693	140	90.000	18673	18812	4455	98	3.60e-43	Ramularia stellariicola
NRRL_1492_metscf_216	MG491499	140	89.286	18673	18812	4580	95	1.68e-41	Coniochaeta hoffmannii
NRRL_1492_metscf_216	MF004311	140	89.286	18673	18812	4577	95	1.68e-41	Aspergillus keveii
NRRL_1492_metscf_216	KU710347	140	89.286	18673	18812	4581	95	1.68e-41	Epichloe sp. MC-2016a
NRRL_1492_metscf_232	JF723608	126	92.063	13632	13753	413	94	5.79e-41	Mucor lanceolatus
NRRL_1492_metscf_232	JN206211	168	85.119	13591	13753	476	87	4.51e-37	Hyphomucor assamensis
NRRL_1492_metscf_232	JN206209	164	83.537	13591	13753	463	82	2.71e-34	Mucor laxorrhizus
NRRL_1492_metscf_238	KT736103	79	98.734	24031	24109	2531	76	5.83e-31	Mucor rudolphii
