NRRL_1360_metscf_45	MN432520	88	97.727	23879	23966	5009	82	3.01e-34	Mansonella perstans
NRRL_1360_metscf_45	KJ461186	89	96.629	23879	23967	6144	80	3.90e-33	Ranatra chinensis
NRRL_1360_metscf_45	AF223570	88	96.591	23879	23966	2602	79	1.40e-32	Spathidium amphoriforme
NRRL_1360_metscf_45	JQ434476	88	96.591	23879	23966	3300	79	1.40e-32	Goniomonas avonlea
NRRL_1360_metscf_45	U03602	88	96.591	23879	23966	3283	79	1.40e-32	Theileria parva
NRRL_1360_metscf_45	MG202005	88	96.591	23879	23966	3473	79	1.40e-32	Picobiliphyte sp. MS584-11
NRRL_1360_metscf_45	U48228	88	96.591	23879	23966	3286	79	1.40e-32	Plasmodium falciparum
NRRL_1360_metscf_45	MN381958	88	96.591	23879	23966	4035	79	1.40e-32	N/A
NRRL_1360_metscf_45	MH304761	88	96.591	23879	23966	3963	79	1.40e-32	N/A
NRRL_1360_metscf_45	MF039366	88	96.591	23879	23966	4119	79	1.40e-32	Collodictyon triciliatum
NRRL_1360_metscf_245	KT956972	131	96.183	3719	3849	194	115	9.13e-53	Circinella sp. YNW-2016a
NRRL_1360_metscf_459	KT736103	209	81.340	16965	17171	281	89	2.15e-38	Mucor rudolphii
NRRL_1360_metscf_459	KT736106	209	81.340	16965	17171	184	89	2.15e-38	Mucor lilianae
NRRL_1360_metscf_459	MK394152	147	86.395	17022	17167	52	86	1.00e-36	Candida pseudohaemulonii
NRRL_1360_metscf_459	AY532651	205	80.976	16965	17168	288	85	3.60e-36	Pneumocystis murina
NRRL_1360_metscf_459	AY198400	192	81.771	16965	17155	292	84	1.30e-35	Nakaseomyces delphensis
NRRL_1360_metscf_459	AM943655	192	81.771	16965	17155	291	84	1.30e-35	Zygosaccharomyces rouxii
NRRL_1360_metscf_459	KT276332	192	81.771	16965	17155	244	84	1.30e-35	Spathaspora sp. UFMG-CM-Y306
NRRL_1360_metscf_459	AB243296	204	80.882	16965	17167	292	84	1.30e-35	Schizosaccharomyces japonicus
NRRL_1360_metscf_459	JQ612155	192	81.771	16965	17155	286	84	1.30e-35	Candida tunisiensis
NRRL_1360_metscf_459	KF737866	147	85.714	17022	17167	338	83	4.66e-35	Pseudozyma sp. GHG001
NRRL_1360_metscf_1084	KT956972	342	82.456	10181	10518	1041	157	2.44e-76	Circinella sp. YNW-2016a
NRRL_1360_metscf_1084	JN205855	284	84.155	10181	10460	364	144	4.11e-69	Circinella chinensis
NRRL_1360_metscf_3055	KT956972	224	89.732	2707	2928	811	154	5.79e-75	Circinella sp. YNW-2016a
NRRL_1360_metscf_3659	GQ458040	185	81.622	6345	6526	712	80	6.66e-34	Pichia fermentans
NRRL_1360_metscf_3659	AM943655	177	81.921	6353	6526	785	79	2.40e-33	Zygosaccharomyces rouxii
NRRL_1360_metscf_3659	MK394152	177	81.921	6353	6526	476	79	2.40e-33	Candida pseudohaemulonii
NRRL_1360_metscf_3659	MK394136	178	81.461	6352	6526	490	77	3.10e-32	Kluyveromyces lactis
NRRL_1360_metscf_3659	AY198400	177	81.356	6353	6526	784	76	1.12e-31	Nakaseomyces delphensis
NRRL_1360_metscf_3659	AY881650	177	81.356	6353	6526	767	76	1.12e-31	Kazachstania aquatica
NRRL_1360_metscf_4496	KT956972	2279	98.903	1523	3799	1	2205	0.0	Circinella sp. YNW-2016a
NRRL_1360_metscf_4496	KT336722	2496	85.056	3499	5971	2514	1340	0.0	Candida sp. NRRL Y-27665
NRRL_1360_metscf_4496	KT336722	1078	81.354	1141	2203	631	445	0.0	Candida sp. NRRL Y-27665
NRRL_1360_metscf_4496	KT336722	343	88.921	678	1019	203	227	1.00e-115	Candida sp. NRRL Y-27665
NRRL_1360_metscf_4496	KT736103	1841	86.583	404	2203	1	1067	0.0	Mucor rudolphii
