KOD_1040_metscf_8	MT784100	125	90.400	88546	88670	5330	88	2.74e-37	Drosera intermedia
KOD_1040_metscf_8	MF004311	125	90.400	88546	88670	5075	88	2.74e-37	Aspergillus keveii
KOD_1040_metscf_8	EU167598	125	90.400	88546	88670	5001	88	2.74e-37	Mycosphaerella stromatosa
KOD_1040_metscf_8	EU040243	125	90.400	88546	88670	3272	88	2.74e-37	Toxicocladosporium irritans
KOD_1040_metscf_8	GU214688	125	90.400	88546	88670	4958	88	2.74e-37	Epicoleosporium ramularioides
KOD_1040_metscf_8	KF737866	125	90.400	88546	88670	5300	88	2.74e-37	Pseudozyma sp. GHG001
KOD_1040_metscf_8	GU214669	125	90.400	88546	88670	5291	88	2.74e-37	Phacellium paspali
KOD_1040_metscf_8	GU214695	125	90.400	88546	88670	4964	88	2.74e-37	Xenoramularia polygonicola
KOD_1040_metscf_8	GU214689	125	90.400	88546	88670	4956	88	2.74e-37	Cercosporella acroptili
KOD_1040_metscf_8	GU214693	125	90.400	88546	88670	4953	88	2.74e-37	Ramularia stellariicola
KOD_1040_metscf_36	KT336720	142	88.028	22898	23038	5061	90	1.45e-38	Candida ranongensis
KOD_1040_metscf_36	KT336719	142	88.028	22898	23038	5015	90	1.45e-38	Candida neorugosa
KOD_1040_metscf_36	KT336722	142	88.028	22898	23038	4973	90	1.45e-38	Candida sp. NRRL Y-27665
KOD_1040_metscf_36	AM943655	133	87.970	22907	23038	5607	84	3.15e-35	Zygosaccharomyces rouxii
KOD_1040_metscf_36	FJ422506	141	86.525	22898	23038	5538	84	3.15e-35	Eremothecium sinecaudum
KOD_1040_metscf_36	KT276332	194	81.443	22849	23038	5313	82	4.07e-34	Spathaspora sp. UFMG-CM-Y306
KOD_1040_metscf_36	AY198400	133	87.218	22907	23038	5645	81	1.46e-33	Nakaseomyces delphensis
KOD_1040_metscf_36	DQ641238	131	86.260	22908	23038	4778	77	2.45e-31	Metschnikowia continentalis
KOD_1040_metscf_36	KF647736	131	86.260	22908	23038	4769	77	2.45e-31	Metschnikowia dekortorum
KOD_1040_metscf_107	AB243296	223	88.341	41236	41458	5275	144	9.77e-69	Schizosaccharomyces japonicus
KOD_1040_metscf_107	JQ612155	223	88.341	41236	41458	5084	144	9.77e-69	Candida tunisiensis
KOD_1040_metscf_107	MT784100	223	87.892	41236	41458	5326	141	4.55e-67	Drosera intermedia
KOD_1040_metscf_107	MF004311	223	87.444	41236	41458	5071	138	2.12e-65	Aspergillus keveii
KOD_1040_metscf_107	KF737866	229	86.463	41236	41464	5296	135	9.84e-64	Pseudozyma sp. GHG001
KOD_1040_metscf_107	HQ718592	223	86.996	41236	41458	5526	135	9.84e-64	Demodex brevis
KOD_1040_metscf_107	MT784106	223	86.547	41236	41458	6305	132	4.58e-62	Abies nordmanniana
KOD_1040_metscf_107	KP718629	223	86.547	41236	41458	5215	131	1.65e-61	Scrophularia takesimensis
KOD_1040_metscf_107	KX063947	223	86.547	41236	41458	5264	131	1.65e-61	Diplostephium azureum
KOD_1040_metscf_107	KX063992	223	86.547	41236	41458	5264	131	1.65e-61	Diplostephium espinosae
