NRRL_1355_metscf_17	GQ458040	185	81.622	12987	13168	712	80	5.28e-33	Pichia fermentans
NRRL_1355_metscf_17	AM943655	177	81.921	12995	13168	785	79	1.90e-32	Zygosaccharomyces rouxii
NRRL_1355_metscf_17	MK394152	177	81.921	12995	13168	476	79	1.90e-32	Candida pseudohaemulonii
NRRL_1355_metscf_17	MK394136	178	81.461	12994	13168	490	77	2.45e-31	Kluyveromyces lactis
NRRL_1355_metscf_17	AY198400	177	81.356	12995	13168	784	76	8.83e-31	Nakaseomyces delphensis
NRRL_1355_metscf_17	AY881650	177	81.356	12995	13168	767	76	8.83e-31	Kazachstania aquatica
NRRL_1355_metscf_157	KT736103	209	81.340	9131	9337	485	89	3.38e-38	Mucor rudolphii
NRRL_1355_metscf_157	KT736106	209	81.340	9131	9337	388	89	3.38e-38	Mucor lilianae
NRRL_1355_metscf_157	MK394152	147	86.395	9135	9280	197	86	1.57e-36	Candida pseudohaemulonii
NRRL_1355_metscf_157	AY532651	205	80.976	9134	9337	487	85	5.65e-36	Pneumocystis murina
NRRL_1355_metscf_157	AY198400	192	81.771	9147	9337	478	84	2.03e-35	Nakaseomyces delphensis
NRRL_1355_metscf_157	AM943655	192	81.771	9147	9337	477	84	2.03e-35	Zygosaccharomyces rouxii
NRRL_1355_metscf_157	KT276332	192	81.771	9147	9337	430	84	2.03e-35	Spathaspora sp. UFMG-CM-Y306
NRRL_1355_metscf_157	AB243296	204	80.882	9135	9337	490	84	2.03e-35	Schizosaccharomyces japonicus
NRRL_1355_metscf_157	JQ612155	192	81.771	9147	9337	472	84	2.03e-35	Candida tunisiensis
NRRL_1355_metscf_157	KF737866	147	85.714	9135	9280	483	83	7.31e-35	Pseudozyma sp. GHG001
NRRL_1355_metscf_187	KT956972	224	89.732	11202	11423	588	154	2.37e-74	Circinella sp. YNW-2016a
NRRL_1355_metscf_275	KT956972	131	96.183	6606	6736	194	115	9.97e-53	Circinella sp. YNW-2016a
NRRL_1355_metscf_313	MN432520	88	97.727	3682	3769	5009	82	2.10e-34	Mansonella perstans
NRRL_1355_metscf_313	KJ461186	89	96.629	3682	3770	6144	80	2.71e-33	Ranatra chinensis
NRRL_1355_metscf_313	AF223570	88	96.591	3682	3769	2602	79	9.76e-33	Spathidium amphoriforme
NRRL_1355_metscf_313	JQ434476	88	96.591	3682	3769	3300	79	9.76e-33	Goniomonas avonlea
NRRL_1355_metscf_313	U03602	88	96.591	3682	3769	3283	79	9.76e-33	Theileria parva
NRRL_1355_metscf_313	MG202005	88	96.591	3682	3769	3473	79	9.76e-33	Picobiliphyte sp. MS584-11
NRRL_1355_metscf_313	U48228	88	96.591	3682	3769	3286	79	9.76e-33	Plasmodium falciparum
NRRL_1355_metscf_313	MN381958	88	96.591	3682	3769	4035	79	9.76e-33	N/A
NRRL_1355_metscf_313	MH304761	88	96.591	3682	3769	3963	79	9.76e-33	N/A
NRRL_1355_metscf_313	MF039366	88	96.591	3682	3769	4119	79	9.76e-33	Collodictyon triciliatum
NRRL_1355_metscf_3164	KT956972	342	82.456	7618	7955	1041	157	1.21e-76	Circinella sp. YNW-2016a
NRRL_1355_metscf_3164	JN205855	284	84.155	7618	7897	364	144	2.04e-69	Circinella chinensis
NRRL_1355_metscf_4299	KT956972	2279	98.903	2409	4685	2277	2205	0.0	Circinella sp. YNW-2016a
NRRL_1355_metscf_4299	KT336722	2496	85.056	237	2709	4959	1340	0.0	Candida sp. NRRL Y-27665
NRRL_1355_metscf_4299	KT336722	1078	81.354	4005	5067	1664	445	0.0	Candida sp. NRRL Y-27665
NRRL_1355_metscf_4299	KT336722	343	88.921	5189	5530	543	227	1.00e-115	Candida sp. NRRL Y-27665
NRRL_1355_metscf_4299	KT736103	1841	86.583	4005	5804	1817	1067	0.0	Mucor rudolphii
NRRL_1355_metscf_4299	KT736103	601	84.027	2819	3415	2960	309	2.62e-161	Mucor rudolphii
