NRRL_1502_plascf_2_covcut_10	EU143316	92	94.565	1514	1605	4625	77	6.65e-33	Metschnikowia cubensis
NRRL_1502_plascf_2_covcut_10	DQ641238	92	94.565	1514	1605	4629	77	6.65e-33	Metschnikowia continentalis
NRRL_1502_plascf_2_covcut_10	KF647736	92	94.565	1514	1605	4620	77	6.65e-33	Metschnikowia dekortorum
NRRL_1502_plascf_2_covcut_10	HQ718592	92	94.565	1514	1605	5706	77	6.65e-33	Demodex brevis
NRRL_1502_plascf_2_covcut_10	MT784100	91	94.505	1515	1605	5505	76	2.39e-32	Drosera intermedia
NRRL_1502_plascf_2_covcut_10	MG491499	91	94.505	1515	1605	5318	76	2.39e-32	Coniochaeta hoffmannii
NRRL_1502_plascf_2_covcut_10	MF004311	91	94.505	1515	1605	5250	76	2.39e-32	Aspergillus keveii
NRRL_1502_plascf_2_covcut_10	AY198400	91	94.505	1515	1605	5495	76	2.39e-32	Nakaseomyces delphensis
NRRL_1502_plascf_2_covcut_10	AM943655	91	94.505	1515	1605	5457	76	2.39e-32	Zygosaccharomyces rouxii
NRRL_1502_plascf_2_covcut_10	EU167598	91	94.505	1515	1605	5176	76	2.39e-32	Mycosphaerella stromatosa
NRRL_1502_metscf_717	KT276332	310	81.613	599	906	5249	133	4.04e-63	Spathaspora sp. UFMG-CM-Y306
NRRL_1502_metscf_717	KT336720	310	81.290	599	906	5047	130	1.88e-61	Candida ranongensis
NRRL_1502_metscf_717	KT336722	310	81.290	599	906	4959	130	1.88e-61	Candida sp. NRRL Y-27665
NRRL_1502_metscf_717	KT336719	310	80.968	599	906	5001	127	8.75e-60	Candida neorugosa
NRRL_1502_metscf_717	FJ422506	310	80.323	599	906	5524	121	1.89e-56	Eremothecium sinecaudum
NRRL_1502_metscf_717	DQ641238	313	80.192	599	906	4774	118	8.82e-55	Metschnikowia continentalis
NRRL_1502_metscf_717	KF647736	310	80.000	599	906	4765	118	8.82e-55	Metschnikowia dekortorum
NRRL_1502_metscf_717	AY198400	310	79.677	599	906	5640	115	4.10e-53	Nakaseomyces delphensis
NRRL_1502_metscf_717	EU143316	313	79.872	599	906	4770	115	4.10e-53	Metschnikowia cubensis
NRRL_1502_metscf_717	AM943655	233	82.833	676	906	5533	111	6.86e-51	Zygosaccharomyces rouxii
NRRL_1502_metscf_991	AY198400	109	97.248	1	109	5469	100	7.85e-45	Nakaseomyces delphensis
NRRL_1502_metscf_991	AM943655	109	97.248	1	109	5431	100	7.85e-45	Zygosaccharomyces rouxii
NRRL_1502_metscf_991	KT336720	109	97.248	1	109	4876	100	7.85e-45	Candida ranongensis
