NRRL_A-17182_plascf_1_covcut_564	KT736103	3404	93.214	3304	6691	1	2697	0.0	Mucor rudolphii
NRRL_A-17182_plascf_1_covcut_564	KT736106	3284	93.027	3401	6669	1	2583	0.0	Mucor lilianae
NRRL_A-17182_plascf_1_covcut_564	AB243296	1066	93.152	7835	8895	4548	842	0.0	Schizosaccharomyces japonicus
NRRL_A-17182_plascf_1_covcut_564	AB243296	1354	84.712	6400	7737	3079	711	0.0	Schizosaccharomyces japonicus
NRRL_A-17182_plascf_1_covcut_564	AB243296	1088	84.559	4056	5118	764	559	0.0	Schizosaccharomyces japonicus
NRRL_A-17182_plascf_1_covcut_564	AB243296	643	86.470	3288	3924	1	374	0.0	Schizosaccharomyces japonicus
NRRL_A-17182_plascf_1_covcut_564	AB243296	441	78.458	5664	6089	2432	143	7.98e-69	Schizosaccharomyces japonicus
NRRL_A-17182_plascf_1_covcut_564	AY198400	1064	92.011	7837	8894	4589	803	0.0	Nakaseomyces delphensis
NRRL_A-17182_plascf_1_covcut_564	AY198400	1187	84.162	6560	7735	3286	605	0.0	Nakaseomyces delphensis
NRRL_A-17182_plascf_1_covcut_564	AY198400	1077	85.051	4056	5120	756	573	0.0	Nakaseomyces delphensis
NRRL_A-17182_plascf_1_covcut_564	AY198400	643	85.692	3288	3924	1	359	0.0	Nakaseomyces delphensis
NRRL_A-17182_plascf_1_covcut_564	AY198400	437	79.863	5658	6089	2475	166	1.31e-81	Nakaseomyces delphensis
NRRL_A-17182_plascf_1_covcut_564	AY198400	146	85.616	5328	5472	2072	82	6.48e-35	Nakaseomyces delphensis
NRRL_A-17182_plascf_1_covcut_564	GU214695	1054	91.935	7837	8886	4235	794	0.0	Xenoramularia polygonicola
NRRL_A-17182_plascf_1_covcut_564	GU214695	1179	85.751	6560	7735	2966	662	0.0	Xenoramularia polygonicola
NRRL_A-17182_plascf_1_covcut_564	GU214695	1076	83.457	4056	5118	692	521	0.0	Xenoramularia polygonicola
NRRL_A-17182_plascf_1_covcut_564	GU214695	566	86.042	3363	3924	12	322	2.49e-168	Xenoramularia polygonicola
NRRL_A-17182_plascf_1_covcut_564	JF439685	615	99.837	5100	5714	1	611	0.0	Mucor circinelloides f. lusitanicus
NRRL_A-17182_plascf_1_covcut_564	DQ118991	640	95.781	5089	5722	1	555	0.0	Mucor circinelloides
NRRL_A-17182_plascf_1_covcut_564	JN205992	581	97.074	5112	5691	1	529	0.0	Ellisomyces anomalus
NRRL_A-17182_plascf_1_covcut_564	JN205995	583	96.741	5112	5691	1	523	0.0	Mucor bainieri
NRRL_A-17182_plascf_1_covcut_564	JN205932	586	96.587	5112	5691	1	522	0.0	Mucor ramosissimus
NRRL_A-17182_metscf_203	KY174998	101	95.050	16211	16311	1409	86	1.47e-36	N/A
NRRL_A-17182_metscf_203	KR869810	101	94.059	16211	16311	1756	83	6.85e-35	Blastulidium paedophthorum
NRRL_A-17182_metscf_203	KT257372	101	94.059	16211	16311	3381	83	6.85e-35	Haptoglossa sp. SL32
NRRL_A-17182_metscf_203	KC992944	101	94.059	16211	16311	1504	83	6.85e-35	N/A
NRRL_A-17182_metscf_203	KX752597	101	94.059	16211	16311	1419	83	6.85e-35	Hapalopilus percoctus
NRRL_A-17182_metscf_203	KX190848	101	94.059	16211	16311	1467	83	6.85e-35	Puccinia emaculata
NRRL_A-17182_metscf_203	KX190874	101	94.059	16211	16311	1429	83	6.85e-35	Puccinia sp. JD-2016e
NRRL_A-17182_metscf_203	KX190907	101	94.059	16211	16311	1537	83	6.85e-35	Puccinia setariae
