Absidia_cuneospora_NRRL_2655/taxonomy.tab:NRRL_2655_metscf_385	13912	37.7372052904	96.661587119	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified	1760
Absidia_cuneospora_RSA_624-/taxonomy.tab:RSA_624-_metscf_420	10520	38.963878327	26.6053231939	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified	1760
Absidia_cylindrospora_NRRL_1341/taxonomy.tab:NRRL_1341_metscf_699	15152	39.9221224921	26.0134635692	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified	1760
Absidia_cylindrospora_NRRL_1342/taxonomy.tab:NRRL_1342_metscf_786	15148	39.8468444679	12.1226564563	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified	1760
Absidia_cylindrospora_NRRL_1345/taxonomy.tab:NRRL_1345_metscf_739	14739	39.8059569849	27.3781124907	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified	1760
Absidia_cylindrospora_NRRL_13891/taxonomy.tab:NRRL_13891_metscf_252	52547	39.2810246065	32.6342512417	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified	1760
Absidia_cylindrospora_NRRL_13891/taxonomy.tab:NRRL_13891_metscf_826	10772	38.6093575938	33.0262718158	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883
Absidia_cylindrospora_NRRL_1560/taxonomy.tab:NRRL_1560_metscf_699	16247	39.7611866806	49.4891980058	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified	1760
Absidia_cylindrospora_var._nigra_NRRL_3060/taxonomy.tab:NRRL_3060_metscf_1004	10831	39.7100914043	38.8049118272	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	unclassified	1817
Absidia_pseudocylindrospora_NRRL_2984/taxonomy.tab:NRRL_2984_metscf_819	14089	35.8719568458	24.1830506069	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883
Absidia_repens_NRRL_1337/taxonomy.tab:NRRL_1337_metscf_1019	19232	31.203202995	22.5032237937	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	487
Absidia_repens_NRRL_1337/taxonomy.tab:NRRL_1337_metscf_1045	18956	32.7653513399	19.7655623549	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified	31989
Absidia_repens_NRRL_1337/taxonomy.tab:NRRL_1337_metscf_1467	14382	30.6494228897	17.0210680017	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	Actibacterium pelagium	2029103
Absidia_spinosa_var._biappendiculata_NRRL_3033/taxonomy.tab:NRRL_3033_metscf_828	15320	37.3302872063	55.2996736292	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	2
