contig	coverage
NRRL_3160_metscf_18012	2.83561643835616
NRRL_3160_metscf_14394	1.25471698113208
NRRL_3160_metscf_15797	1.27272727272727
NRRL_3160_metscf_12295	8.92561983471074
NRRL_3160_metscf_10516	121.574074074074
NRRL_3160_metscf_8410	9.91287878787879
NRRL_3160_metscf_2094	26.2239372469636
NRRL_3160_metscf_11545	5.20289855072464
NRRL_3160_metscf_372	12.666390077736
NRRL_3160_metscf_13446	9.87155963302752
NRRL_3160_plascf_15_covcut_0	14.5339840925524
NRRL_3160_metscf_11309	14.9370629370629
NRRL_3160_metscf_20110	0
NRRL_3160_metscf_14193	5.81308411214953
NRRL_3160_metscf_1439	9.09882859835735
NRRL_3160_metscf_19504	0.836065573770492
NRRL_3160_metscf_3482	26.0574985180794
NRRL_3160_metscf_19843	0
NRRL_3160_metscf_15200	4.76699029126214
NRRL_3160_metscf_1363	12.5360682473968
NRRL_3160_metscf_6388	5.5
NRRL_3160_plascf_170_covcut_0	31.8788501026694
NRRL_3160_metscf_8790	49.8535564853556
NRRL_3160_metscf_5912	53.96875
NRRL_3160_metscf_16591	0
NRRL_3160_metscf_11491	3.62589928057554
NRRL_3160_metscf_917	13.887952484148
NRRL_3160_metscf_14310	3
NRRL_3160_metscf_3847	12.0894568690096
NRRL_3160_metscf_16654	1.14606741573034
NRRL_3160_metscf_9426	14.9178743961353
NRRL_3160_metscf_4322	20.1973969631236
NRRL_3160_metscf_20867	0
NRRL_3160_metscf_18914	1.84615384615385
NRRL_3160_metscf_9354	5.20379146919431
NRRL_3160_metscf_7392	17.12
NRRL_3160_metscf_15694	14.36
NRRL_3160_metscf_10181	12.4827586206897
NRRL_3160_metscf_9944	8.75409836065574
NRRL_3160_metscf_4125	24.7513623978202
NRRL_3160_metscf_15767	0
NRRL_3160_metscf_967	13.3964842122803
NRRL_3160_metscf_19904	0
NRRL_3160_metscf_15354	0.911764705882353
NRRL_3160_metscf_5730	8.3352435530086
NRRL_3160_plascf_513_covcut_0	29.9152843601896
NRRL_3160_metscf_8571	8.66535433070866
NRRL_3160_metscf_2944	7.2033734939759
NRRL_3160_metscf_20678	0
NRRL_3160_metscf_20702	0
NRRL_3160_metscf_7445	16.9883720930233
NRRL_3160_metscf_906	14.571860816944
NRRL_3160_metscf_10967	9.16556291390729
NRRL_3160_metscf_3137	16.388592750533
NRRL_3160_metscf_20225	1.92982456140351
NRRL_3160_metscf_13897	4.85185185185185
NRRL_3160_metscf_3495	27.2450922070196
NRRL_3160_metscf_16460	0.692307692307692
NRRL_3160_metscf_9800	5.17460317460317
NRRL_3160_metscf_3645	26.4718137254902
NRRL_3160_metscf_4396	19.240919199407
NRRL_3160_metscf_4233	37.7790288529205
NRRL_3160_metscf_1515	14.2284413104157
NRRL_3160_metscf_15049	6.98076923076923
NRRL_3160_metscf_2162	7.91211465657112
NRRL_3160_metscf_5878	12.6989247311828
NRRL_3160_metscf_15572	11.4752475247525
NRRL_3160_metscf_1055	12.4497988295538
NRRL_3160_metscf_119	14.0809565261918
NRRL_3160_metscf_4714	39.8973684210526
NRRL_3160_metscf_11301	13.2447552447552
NRRL_3160_metscf_8202	12.2805755395683
NRRL_3160_metscf_20693	0
NRRL_3160_metscf_6750	20.0267260579065
NRRL_3160_metscf_838	12.801114961579
NRRL_3160_plascf_655_covcut_0	23.0907967881408
NRRL_3160_metscf_11101	16.2297297297297
NRRL_3160_plascf_206_covcut_0	22.6165966386555
NRRL_3160_metscf_19596	0
NRRL_3160_metscf_16291	0.436170212765957
NRRL_3160_metscf_16163	3.05263157894737
NRRL_3160_metscf_19573	0
NRRL_3160_metscf_21222	0
NRRL_3160_metscf_14227	5
NRRL_3160_metscf_17677	0
NRRL_3160_metscf_18227	5.94366197183099
NRRL_3160_metscf_13379	2
NRRL_3160_metscf_19557	1.16393442622951
NRRL_3160_metscf_8793	37.8326359832636
NRRL_3160_metscf_20080	0
NRRL_3160_metscf_19030	1.640625
NRRL_3160_metscf_12736	2.39823008849558
NRRL_3160_metscf_13626	2.54128440366972
NRRL_3160_metscf_1565	5.25633932687875
NRRL_3160_metscf_5965	51.016
NRRL_3160_metscf_11241	4.52413793103448
NRRL_3160_metscf_11091	101.912162162162
NRRL_3160_metscf_4539	24.0898251192369
NRRL_3160_metscf_7871	60.5511551155115
NRRL_3160_metscf_7743	10.4190476190476
NRRL_3160_metscf_15789	34.1414141414141
NRRL_3160_metscf_4855	40.2676056338028
NRRL_3160_metscf_20458	0
NRRL_3160_metscf_10769	25.6538461538462
NRRL_3160_metscf_5508	12.6347381864623
NRRL_3160_metscf_5304	42.5121951219512
NRRL_3160_metscf_9050	11.3053097345133
NRRL_3160_metscf_5643	42.1854395604396
NRRL_3160_metscf_14838	4.44761904761905
NRRL_3160_metscf_7986	14.6326530612245
NRRL_3160_metscf_18437	0
NRRL_3160_metscf_13030	0
NRRL_3160_metscf_12593	5.67826086956522
NRRL_3160_plascf_19_covcut_0	21.5479298769116
NRRL_3160_metscf_7915	2.5
NRRL_3160_metscf_3664	17.769656019656
NRRL_3160_metscf_3478	30.0562130177515
NRRL_3160_metscf_12944	0.693693693693694
NRRL_3160_plascf_269_covcut_0	28.3289760348584
NRRL_3160_metscf_9198	5.08715596330275
NRRL_3160_metscf_19279	1.88709677419355
NRRL_3160_metscf_6836	13.0115473441109
NRRL_3160_metscf_3198	29.5443175638934
NRRL_3160_metscf_5222	14.7541713014461
NRRL_3160_metscf_3887	22.6337846550613
NRRL_3160_metscf_15966	0
NRRL_3160_metscf_2737	53.863266180883
NRRL_3160_metscf_1019	6.4740023109057
NRRL_3160_metscf_6250	245.729241877256
NRRL_3160_metscf_5206	19.6780595369349
NRRL_3160_metscf_4130	14.6978171896317
NRRL_3160_metscf_19346	0
NRRL_3160_metscf_7835	11.3954248366013
NRRL_3160_metscf_11328	2.29370629370629
NRRL_3160_metscf_9057	161.257777777778
NRRL_3160_metscf_19682	0
NRRL_3160_metscf_17672	0.415584415584416
NRRL_3160_metscf_15515	24.9009900990099
NRRL_3160_metscf_11519	18.0434782608696
NRRL_3160_metscf_17874	1.8
NRRL_3160_metscf_8736	11.5925925925926
NRRL_3160_metscf_110	10.6606394652833
NRRL_3160_metscf_1902	11.862298603652
NRRL_3160_metscf_5842	12.6278366111952
NRRL_3160_metscf_10316	5.59763313609467
NRRL_3160_metscf_18163	1.55555555555556
NRRL_3160_metscf_11553	21.8394160583942
NRRL_3160_metscf_9827	18.6223404255319
NRRL_3160_metscf_472	14.3208806535166
NRRL_3160_metscf_10194	20.6184971098266
NRRL_3160_metscf_2719	30.4486257928118
NRRL_3160_metscf_17824	3
NRRL_3160_metscf_11168	72.472602739726
NRRL_3160_metscf_2929	18.7218764959311
NRRL_3160_metscf_18706	0
NRRL_3160_metscf_3897	22.8564964447317
NRRL_3160_metscf_11529	7.36231884057971
NRRL_3160_metscf_7910	17.8133333333333
NRRL_3160_metscf_1666	7.05521164463778
NRRL_3160_metscf_18283	0.802816901408451
NRRL_3160_metscf_2287	14.2705139765555
NRRL_3160_metscf_19330	0
NRRL_3160_metscf_16039	0.711340206185567
NRRL_3160_metscf_10793	5.66666666666667
NRRL_3160_metscf_14375	1
NRRL_3160_metscf_11161	3.79591836734694
NRRL_3160_metscf_2681	30.1876026272578
NRRL_3160_metscf_20427	0
NRRL_3160_metscf_809	19.6470157987127
NRRL_3160_metscf_14602	4.97169811320755
