contig	coverage
NRRL_2422_metscf_10203	0
NRRL_2422_metscf_4140	1.32330827067669
NRRL_2422_metscf_2741	207.040760869565
NRRL_2422_metscf_11275	1.94642857142857
NRRL_2422_metscf_3635	53.9708222811671
NRRL_2422_metscf_4277	2.79377431906615
NRRL_2422_metscf_640	68.3472179368508
NRRL_2422_metscf_8604	0
NRRL_2422_metscf_143	63.4144173690597
NRRL_2422_metscf_7272	29.6634615384615
NRRL_2422_metscf_7085	12.9716981132075
NRRL_2422_metscf_3651	43.5201072386059
NRRL_2422_metscf_1748	56.5063569682152
NRRL_2422_metscf_2084	55.4639240506329
NRRL_2422_metscf_10053	1.53448275862069
NRRL_2422_metscf_7371	267.584158415842
NRRL_2422_metscf_4699	1.29310344827586
NRRL_2422_metscf_5692	55.6794871794872
NRRL_2422_metscf_4849	2.84888888888889
NRRL_2422_metscf_645	63.3878891302099
NRRL_2422_metscf_2806	50.2190611664296
NRRL_2422_metscf_9901	1
NRRL_2422_metscf_10253	0
NRRL_2422_metscf_9053	1.49206349206349
NRRL_2422_metscf_551	67.5281526065431
NRRL_2422_metscf_7760	49.875
NRRL_2422_metscf_456	70.1548785397933
NRRL_2422_metscf_8231	6.67567567567568
NRRL_2422_metscf_3411	38.1763392857143
NRRL_2422_metscf_3154	43.7345794392523
NRRL_2422_metscf_3586	1691.04871794872
NRRL_2422_metscf_2670	99.7595907928389
NRRL_2422_metscf_5921	19.9057971014493
NRRL_2422_metscf_4603	1.68354430379747
NRRL_2422_metscf_11026	0.892857142857143
NRRL_2422_metscf_3990	70.1458333333333
NRRL_2422_metscf_10397	12.2982456140351
NRRL_2422_metscf_2383	62.8184438040346
NRRL_2422_metscf_10970	0
NRRL_2422_metscf_6783	26.8518518518519
NRRL_2422_metscf_5889	33.9280575539568
NRRL_2422_metscf_1934	1073.60035288928
NRRL_2422_metscf_440	77.3152422907489
NRRL_2422_metscf_8951	6.984375
NRRL_2422_metscf_2286	60.073883161512
NRRL_2422_metscf_1152	61.0295791583166
NRRL_2422_metscf_4783	1.43421052631579
NRRL_2422_metscf_546	60.3248205078784
